image_id;tag;rate_1;rate_2
1;pixelig;2;2
1;pjüpojhpoj.zudfrzwstzrdc;1;1
1;pohouigz6dfz;1;1
1;poihpoijh;1;1
1;poijuhouiguzk;1;1
1;pojkolkpoih;1;1
1;positiv;3;3
1;poujhiuoghiu;1;1
1;quadrat;2;2
1;rational;2;2
1;ratlos;3;2
1;romantisch;3;3
1;rot;2;2
1;ruhe;3;3
1;ruhig;3;3
1;rührseelig;3;3
1;saf;1;1
1;scanner;2;2
1;schichten;2;2
1;schmerzlich;3;3
1;schön;2;2
1;schwarz;2;2
1;schwer;2;2
1;sd;1;1
1;sdlf;1;1
1;see;1;1
1;seltsam;3;3
1;sicherheit;2;3
1;sinnlich;3;3
1;sommer;2;2
1;sommerlich;3;3
1;sonne;2;2
1;sonnig;2;3
1;sortiert;1;1
1;spaß;2;2
1;spätnachmittag;2;2
1;stadtplan;2;2
1;statisch;2;2
1;still;3;3
1;stimmungsvoll;3;3
1;strahlen;2;2
1;strand;2;1
1;struktur;2;2
1;strukturiert;2;2
1;symmetrisch;2;2
1;tee;1;1
1;teilung;2;2
1;tod;2;2
1;traurig;3;3
1;trist;3;3
1;trocken;2;2
1;trypophobie;1;1
1;überfordert;1;1
1;überfordert;2;2
1;unangenehm;3;3
1;unbelebt;3;3
1;unberührt;2;2
1;unbeschwert;3;3
1;ungeordnet;2;2
1;unheimlich;3;3
1;uninteressant;3;3
1;unordentlich;3;2
1;unordnung;2;2
1;unruhig;3;3
1;unsicher;3;2
1;unstimmig;3;3
1;unstrukturiert;2;2
1;unsymetrisch;2;2
1;unvollständig;2;2
1;üohjpoijo;1;1
1;urlausbsgefühl;3;2
1;uzff;1;1
1;uzfiugouhüpojoü;1;1
1;vergangenheit;1;1
1;verlassen;3;3
1;verschieden;2;2
1;verspielt;2;2
1;verstört;3;2
1;verwirrend;3;3
1;verwirrt;3;3
1;verwirrung;3;3
1;verzweifelt;3;3
1;vielschichtig;2;2
1;vorangehts;1;1
1;wachsend;1;1
1;wald;2;2
1;warm;3;3
1;wärme;3;3
1;weihnachten;2;2
1;weit;1;1
1;weltoffen;1;1
1;wirr;3;3
1;wohlgesonnen;3;3
1;wüste;2;2
1;xray;1;1
1;zellen;2;2
1;zufrieden;3;3
1;zuhause;2;2
2;#;1;1
2;.oighizfvuiztvciuobojn+pül;1;1
2;abend;2;2
2;abend;3;3
2;abendlich;3;3
2;abends;2;2
2;abendstimmung;3;3
2;aktivierend;1;1
2;allee;2;2
2;allein;2;2
2;alleinsein;3;3
2;alt;1;1
2;ambiente;1;1
2;angenehm;2;2
2;ansprechend;3;3
2;anzug;2;2
2;ausgeglichen;3;3
2;bäume;2;2
2;belebt;3;3
2;beruhigend;3;3
2;besinnlich;3;3
2;beziehung;2;2
2;bittersüß;2;2
2;bunt;2;2
2;calm;1;1
2;classy;2;2
2;dunkel;2;2
2;e;1;1
2;einigkeit;3;2
2;einsam;3;3
2;einsamkeit;3;3
2;entspannend;3;3
2;entspannt;3;3
2;entspannung;2;3
2;entspannung;3;3
2;farbenfroh;3;2
2;feierabend;2;2
2;filmartig;2;2
2;französisch;2;2
2;frei;3;3
2;freiheit;3;3
2;freude;3;3
2;freundlich;3;3
2;frieden;3;3
2;friedlich;3;3
2;frisch;2;2
2;fröhlich;3;3
2;frösteln;2;2
2;frühling;2;2
2;geborgen;3;3
2;geheimnisvoll;3;3
2;gelassen;3;3
2;geliebt;3;3
2;gemeinsam;3;3
2;gemütlich;3;3
2;genuss;2;2
2;gesellig;3;3
2;geselligkeit;3;3
2;glück;3;3
2;glücklich;3;3
2;harmonisch;3;3
2;heimelig;3;3
2;herbst;2;2
2;herbstlich;3;3
2;idyllisch;3;3
2;jhvcghj;1;1
2;kalt;2;2
2;kaltnass;2;2
2;klare;1;1
2;kleid;2;2
2;kühl;2;2
2;kunst;1;1
2;lampen;2;2
2;langweilig;3;3
2;laternen;2;2
2;lebensfroh;3;3
2;lebensleichtigkeit;1;1
2;lebhaft;3;3
2;leibe;1;1
2;liebe;3;3
2;liebevoll;3;3
2;luft;2;2
2;lustig;2;2
2;malerisch;3;3
2;melancholisch;3;3
2;menschen;2;2
2;nachdenklich;3;3
2;nacht;2;2
2;nachtleben;2;2
2;nachts;2;2
2;naß;2;2
2;nass;2;2
2;natur;2;2
2;nett;2;2
2;optimistisch;3;3
2;oujgbouhio0hjpo;1;1
2;outdoor;1;1
2;paar;2;2
2;paare;2;2
2;paradisisch;3;3
2;pärchen;2;2
2;paris;2;2
2;park;2;2
2;partnerschaft;2;2
2;peace;1;1
2;pih9ugpijnüol;1;1
2;pihougouhpoi;1;1
2;positiv;3;3
2;quiet;1;1
2;regen;2;2
2;regenbogen;1;2
2;regenschirm;2;2
2;regenwetter;2;2
2;regnerisch;3;3
2;regnersich;3;3
2;romantik;3;3
2;romantisch;3;3
2;romatisch;3;3
2;ruhe;3;3
2;ruhig;3;3
2;sanft;3;3
2;schillernd;2;2
2;schirm;2;2
2;schön;3;3
2;sehnsucht;3;3
2;sehr;1;1
2;sitzbank;1;1
2;sommer;2;2
2;sommerabend;2;2
2;sommernacht;2;2
2;sorglos;3;3
2;sozial;3;3
2;spätsommer;2;2
2;spazieren;2;2
2;spaziergang;2;2
2;stadt;2;2
2;stimmig;3;3
2;stimmung;1;1
2;stimmungsvoll;3;3
2;straße;2;2
2;straßenbeleuchtung;2;2
2;straßenlaterne;2;2
2;stressfrei;3;3
2;sympathie;2;3
2;traurig;3;3
2;trist;3;3
2;trüb;3;3
2;unangenehm;3;2
2;unternehmerisch;2;1
2;vereint;2;2
2;verlassen;3;3
2;verliebt;3;3
2;verregnet;2;2
2;verschwommen;2;2
2;vertrauen;2;3
2;verträumt;3;3
2;vertraut;3;3
2;vertrautheit;3;3
2;vibrierend;1;1
2;warm;3;3
2;wärme;3;3
2;wild;3;2
2;zeitlos;2;2
2;zufrieden;3;3
2;zufriedenheit;3;3
2;zusammen;2;2
2;zusammenhalt;3;3
2;zweisam;2;3
2;zweisamkeit;3;3
3;(nothing);1;1
3;9o8ugizhg;1;1
3;abend;1;1
3;abgeblättert;2;2
3;abneigung;2;2
3;abstrakt;2;2
3;aggressiv;3;3
3;allein;2;2
3;alt;2;2
3;altar;2;2
3;anarchisch;2;2
3;angenehm;2;2
3;angsteinflößend;3;3
3;ängstlich;3;3
3;äpfel;2;2
3;arbeit;2;2
3;aufgefordert;1;1
3;ausgebleicht;2;2
3;beängstigend;3;3
3;bedeckt;2;2
3;bedrohlich;3;3
3;bedrückend;3;3
3;befreit;3;3
3;beruhigend;3;3
3;bestimmt;1;1
3;beunruhigend;3;3
3;beziehung;1;1
3;biologisch;2;2
3;blut;2;2
3;blutig;2;2
3;bodenständig;2;1
3;botschaft;2;2
3;brutal;3;3
3;bunt;2;2
3;cafe;2;2
3;cafestimmung;2;2
3;chaos;2;2
3;chaotisch;3;3
3;deprimiert;3;3
3;detailreich;2;1
3;dinner;2;2
3;dkkk;1;1
3;dreck;2;2
3;dreckig;2;2
3;dunkel;3;3
3;dünster;1;1
3;dürr;1;1
3;düster;3;3
3;eingesperrt;2;2
3;einsam;3;3
3;einschüchternd;3;3
3;emotional;2;2
3;empfindunglos;3;3
3;englisch;1;1
3;erschreckend;3;3
3;essen;2;2
3;farben;1;1
3;faszinierend;3;3
3;finster;3;3
3;flach;2;2
3;freizeit;2;2
3;geborgen;3;2
3;geborgenheit;3;2
3;gefährlich;3;3
3;gegendenstrom;1;1
3;gelb;2;2
3;geschichte;2;2
3;grafik;1;1
3;grausam;3;3
3;grob;2;2
3;gruft;2;2
3;gruselig;3;3
3;hart;2;2
3;hass;3;3
3;heimatlich;3;2
3;herausfordernd;2;2
3;herbst;2;2
3;herbstlich;3;2
3;industrie;2;2
3;industriell;2;2
3;inspiriert;2;2
3;interessant;2;2
3;interessiert;3;3
3;izfczig9uib;1;1
3;izfuotfvmiuzgjm;1;1
3;jugend;1;1
3;kaffee;2;2
3;kahl;2;2
3;kalt;3;3
3;kaotisch;3;3
3;karo;1;1
3;kirche;2;2
3;kirsche;2;2
3;komisch;2;2
3;komisch;3;3
3;kontrastreich;2;2
3;konzentriert;2;2
3;kraft;2;2
3;kreativ;1;1
3;kreuz;2;2
3;küche;2;2
3;kunst;2;2
3;langweilig;3;3
3;leere;3;3
3;leibe;1;1
3;lernatmosphäre;2;2
3;liebe;2;2
3;malen;1;1
3;melancholisch;3;3
3;miuzfgoutcimouhml;1;1
3;mluztfzu;1;1
3;modern;1;1
3;nachricht;2;2
3;negativ;3;3
3;neutral;2;2
3;nichtzusagend;2;2
3;ordentlich;2;2
3;ordnung;2;2
3;orientierungslos;3;3
3;ouguztfcuzgm;1;1
3;paris;2;2
3;poesi;1;1
3;politsch;1;1
3;propaganda;1;1
3;psychopathisch;2;2
3;quadrat;1;1
3;quatsch;1;1
3;rätselhaft;3;3
3;rau;2;2
3;rebellisch;3;3
3;regen;2;2
3;rockig;2;2
3;rot;2;2
3;rustikal;2;2
3;schmerzhaft;3;3
3;schön;2;2
3;schwerlesbar;1;1
3;spannend;2;2
3;statisch;2;2
3;steril;2;2
3;still;3;3
3;strand;2;2
3;streng;1;2
3;stress;3;3
3;stumpf;2;2
3;text;2;2
3;trauer;3;3
3;traurig;3;3
3;trist;3;3
3;unangenehm;3;3
3;unbewegt;2;2
3;unentspannt;3;3
3;unfreundlich;3;3
3;ungern;2;2
3;unglücklich;3;3
3;unheimlich;3;3
3;unlesserlich;2;1
3;unruhig;3;3
3;unschön;2;2
3;unübersichtlich;2;2
3;unverständlich;2;2
3;verblasst;2;2
3;verbraucht;2;2
3;verlassen;3;3
3;verschmiert;2;1
3;vertrauen;2;2
3;verwirrend;3;3
3;verwundert;3;3
3;verzerrt;2;2
3;viel;2;2
3;vision;2;2
3;wand;1;1
3;warm;2;2
3;weihnachten;2;2
3;wein;2;2
3;widerstand;2;2
3;wild;3;2
3;winterlich;3;3
3;wirr;3;3
3;wissenschaftlich;2;1
3;wut;3;3
3;wütend;3;3
4;abend;2;2
4;abendlich;3;3
4;abendsonne;2;2
4;abendstimmung;3;3
4;abendteuer;2;2
4;abenteuer;2;2
4;abenteuerlust;3;3
4;abenteuerlustig;3;3
4;abschied;2;2
4;aktiv;3;3
4;allein;3;3
4;anfang;2;2
4;angenehm;3;3
4;aquarell;1;1
4;atmosphäre;1;1
4;aufbrausend;3;2
4;aufbruch;2;2
4;aufgedreht;2;2
4;aufregend;3;3
4;ausgeglichen;3;3
4;ausklang;2;2
4;aussicht;2;2
4;beeindruckt;3;3
4;beflügelnd;3;3
4;befriedigend;3;3
4;behaglich;3;3
4;berg;2;2
4;beruhigend;3;3
4;beschaulich;2;3
4;besinnlich;3;3
4;bewegt;3;3
4;bewölkt;2;2
4;bezaubert;3;3
4;blau;2;2
4;boot;2;2
4;boote;2;2
4;bote;2;2
4;bunt;2;2
4;chilling;1;1
4;dämmerung;2;2
4;dorf;2;2
4;dörflich;2;2
4;dumm;1;1
4;dunkel;3;2
4;durchatmen;2;2
4;einfach;1;1
4;eingeladen;2;3
4;einladend;3;3
4;einsam;3;3
4;einsamkeit;3;3
4;elektrisiert;3;3
4;empfänglich;3;3
4;ende;2;2
4;energiegeladen;3;3
4;enjoying;1;1
4;entfernt;2;2
4;enthusiastisch;3;3
4;entlastung;2;2
4;entspannend;3;3
4;entspannt;3;3
4;entspannung;3;3
4;entzückt;3;3
4;erforschenwollen;2;2
4;ergreifend;3;3
4;erhaben;3;3
4;erholsam;3;3
4;erholung;3;3
4;erkunden;2;2
4;erlebnisse;2;2
4;erwartend;3;3
4;etwastraurig;3;2
4;familie;1;1
4;fantasievoll;3;2
4;farbenfroh;2;2
4;farbig;2;2
4;feierabend;2;2
4;ferne;2;2
4;fernweh;2;3
4;fesselnd;3;3
4;feucht;2;2
4;frei;3;3
4;freiheit;3;3
4;freizeit;2;2
4;freundlich;3;3
4;frieden;3;3
4;friedlich;3;3
4;friedvoll;3;3
4;frisch;2;2
4;frische;2;2
4;froh;3;3
4;fröhlich;3;3
4;für-sich-sein;2;2
4;geborgen;3;3
4;gedankenverloren;3;3
4;gedankenvoll;2;3
4;geerdet;3;3
4;gefühlvoll;3;3
4;gelassen;3;3
4;gelassenheit;3;3
4;gemalt;1;1
4;gemeinschaft;2;2
4;gemütlich;3;3
4;gesellig;3;3
4;geselligkit;3;3
4;gespannt;3;3
4;gesselig;3;3
4;glücklich;3;3
4;grenzenlos;2;2
4;großartig;2;2
4;hafen;2;2
4;harmonie;3;3
4;harmonisch;3;3
4;heimelig;3;3
4;heiter;3;3
4;hell;3;2
4;herblich;2;2
4;himmel;2;2
4;hoffnung;3;3
4;hoffnungsvoll;3;3
4;idylle;2;2
4;idyllisch;3;3
4;inspiriert;2;2
4;intensiv;2;2
4;intensiv;3;3
4;interessiert;3;3
4;jghf;1;1
4;jzhgf;1;1
4;kantig;2;2
4;kitschig;2;3
4;klar;2;2
4;klassiscch;2;1
4;kraftvoll;3;3
4;kühl;3;3
4;kühl-aber-nicht-kalt;1;1
4;kühle;2;2
4;kunst;1;1
4;landschaft;2;2
4;lau;2;2
4;lebensfroh;3;2
4;leidenschaftlich;3;3
4;leise;3;2
4;leuchtend;2;2
4;lichter;2;2
4;liebe;3;3
4;liebend;3;3
4;liebevoll;3;3
4;living;1;1
4;losgelöst;2;3
4;losgelöst;3;3
4;magisch;3;3
4;malerisch;2;3
4;mediativ;3;3
4;meer;2;2
4;mehr;1;1
4;melancholisch;3;3
4;morgens;2;2
4;moui;1;1
4;müde;3;3
4;munter;3;3
4;nachdenklich;3;3
4;nacht;1;1
4;nass;2;2
4;natur;2;2
4;nostalgie;2;3
4;optimistisch;3;3
4;orange;2;2
4;ort;1;1
4;ozean;2;2
4;paar;1;1
4;plätschern;2;2
4;positiv;3;3
4;rauschen;2;2
4;reflektion;2;2
4;reichtum;2;2
4;reiselust;3;3
4;relaxing;1;1
4;romantik;3;3
4;romantisch;3;3
4;romatik;3;2
4;romatik;3;3
4;rot;2;2
4;ruhe;3;3
4;ruhend;3;3
4;ruhig;3;3
4;salz;1;1
4;sand;2;2
4;sanft;2;3
4;schadenfroh;2;2
4;schiff;2;2
4;schiffe;2;2
4;schön;3;3
4;schönheit;2;2
4;schwärmerisch;3;3
4;schweifend;1;1
4;see;2;2
4;segel;2;2
4;segelboot;2;2
4;segeln;2;2
4;sehnsucht;3;3
4;sehnsüchtig;3;3
4;sicherheit;2;2
4;sicherheit;3;3
4;sommer;2;2
4;sommerabend;2;2
4;sommerlich;2;2
4;sonne;2;2
4;sonnenuntergang;2;2
4;sonnig;2;2
4;sorgenfrei;3;3
4;sorglos;3;3
4;spaß;2;2
4;stadt;1;1
4;steg;2;2
4;still;3;3
4;stimmungsvoll;3;3
4;stressfrei;3;3
4;tiefe;2;2
4;tiefsinn;2;2
4;tiefsinnig;3;3
4;traum;2;2
4;träumerisch;3;3
4;traumhaft;3;3
4;ufer;2;2
4;umarmend;2;2
4;unabhängig;3;3
4;unabhängigkeit;3;3
4;unbeschwert;3;3
4;ungestüm;3;3
4;urlaub;2;2
4;utd;1;1
4;verliebt;3;3
4;verträumt;3;3
4;vertraut;3;3
4;verwöhnt;2;2
4;warm;3;3
4;wärme;3;3
4;wasser;2;2
4;weinnerungen;1;1
4;weit;2;2
4;weite;2;2
4;weltentrückt;3;3
4;wind;2;2
4;wolkig;2;2
4;wonne;2;3
4;wünschenswert;2;2
4;yachthafen;2;2
4;zahrt;2;2
4;zeit;1;1
4;zeitlos;3;2
4;zrszr;1;1
4;zuahause;1;1
4;zufrieden;3;3
4;zufriedenheit;3;3
4;zusammenhalt;2;2
4;zweisam;3;3
5;abendstimmung;3;3
5;abenteuerlich;3;3
5;abenteuerlustig;3;3
5;abgeschieden;3;2
5;abschied;2;2
5;abstrakt;1;1
5;abwärts;1;1
5;abwechslung;2;2
5;allein;2;2
5;alleine;2;2
5;ambivalent;3;3
5;angenehm;3;3
5;ängstlich;3;3
5;animalisch;2;2
5;atmosphärisch;2;2
5;ausdruck;1;1
5;ausgewogen;3;2
5;bach;2;2
5;baum;2;2
5;bäume;2;2
5;beängstigend;3;3
5;bedrohlich;3;3
5;bedrückend;3;3
5;beengend;3;3
5;befremdend;3;3
5;beklemmend;3;3
5;belebt;3;3
5;berg;2;2
5;beruhigend;3;3
5;blätter;2;2
5;blau;1;1
5;blutig;2;2
5;boot;2;2
5;braun;2;2
5;bunt;2;2
5;chaotisch;3;3
5;dämmerung;2;2
5;diffus;3;3
5;doppeldeutig;2;2
5;dunkel;2;3
5;düster;3;3
5;ehrfürchtig;3;3
5;einbildung;2;2
5;eingeschüchtert;3;3
5;einklang;2;2
5;einsam;3;3
5;eintönig;2;2
5;elegant;1;1
5;ensam;3;3
5;entspannend;3;3
5;entspannt;3;3
5;entspanntheit;3;3
5;erdig;2;2
5;erhaben;2;2
5;farbenfroh;2;2
5;farbenintensiv;2;2
5;farbig;2;2
5;farblos;2;2
5;fehlend;2;2
5;feucht;2;2
5;finster;3;3
5;fluss;2;2
5;fortschritt;2;2
5;fresh;1;1
5;freudig;3;3
5;frieden;3;3
5;friedlich;3;3
5;frisch;2;2
5;fröhlich;3;3
5;gedrückt;3;3
5;gefahr;3;2
5;gefährdet;3;3
5;gefährlich;3;3
5;gefangen;3;3
5;gegensatz;2;2
5;gegensätze;2;2
5;gegensätzlich;3;2
5;geheimnisvoll;3;3
5;gelassen;3;3
5;geliebt;2;2
5;gemütlich;3;3
5;genießen;2;2
5;gespenster;2;2
5;getrennt;2;2
5;getupft;2;2
5;grau;1;1
5;grüblerisch;3;3
5;grün;2;2
5;gruselig;3;3
5;harmonisch;3;3
5;hast;1;1
5;heiter;3;3
5;herbst;2;2
5;herbstlich;3;3
5;herbstlig;1;1
5;herbstwald;2;2
5;hoffnungslos;3;3
5;hoffnungsvoll;3;3
5;horizontal;2;2
5;horror;2;2
5;idyll;2;2
5;idyllisch;3;3
5;impression;1;1
5;inspirierend;3;3
5;irritiert;3;3
5;kahl;2;2
5;kalt;3;3
5;kälte;3;3
5;kar;1;1
5;kindheit;2;2
5;klar;2;2
5;konfus;3;3
5;konträr;2;2
5;kontrast;2;2
5;kontrastreich;2;2
5;kühl;3;3
5;lang;2;2
5;langweilig;3;3
5;laub;2;2
5;lauernd;2;2
5;lauwarm;2;2
5;lecker;1;1
5;leer;2;2
5;losgelöst;3;3
5;matsch;2;2
5;mehrdeutig;2;2
5;melancholisch;3;3
5;mix;2;1
5;modern;2;2
5;modrig;2;2
5;morgenstimmung;3;3
5;müde;3;3
5;nachdenklich;3;3
5;nass;2;2
5;natprlich;2;2
5;natur;2;2
5;naturfreudig;1;1
5;natürlich;2;2
5;nebel;2;2
5;nebelig;3;3
5;negativ;3;3
5;nervös;3;3
5;nett;2;2
5;november;2;2
5;ouöföiu;1;1
5;papierboot;2;2
5;pfad;2;2
5;pihbiopjnü.;1;1
5;pihnpijnm;1;1
5;rau;2;2
5;realistisch;3;3
5;regen;2;2
5;regnersich;3;3
5;rot;1;1
5;rot;2;2
5;ruhe;3;3
5;ruhig;3;3
5;rutschig;2;2
5;schauerlich;3;3
5;schaurig;3;3
5;schiff;2;2
5;schiffchen;2;2
5;schlamm;2;2
5;schön;2;2
5;seltsam;3;3
5;senkrecht;1;1
5;sinnfrei;1;2
5;skuriel;3;2
5;sorgenvoll;3;3
5;spannung;3;3
5;spät;2;2
5;spätherbst;2;2
5;spaziergang;2;2
5;spazierweg;2;2
5;stark;1;1
5;steilwand;2;2
5;still;3;3
5;stimmung;1;1
5;stimmungsvoll;3;3
5;sturm;2;2
5;stürmig;2;2
5;sü;1;1
5;sumpfig;2;2
5;taube;1;1
5;tot;2;2
5;trauer;3;3
5;traurig;3;3
5;traurigkeit;3;3
5;trist;3;3
5;trüb;3;3
5;trübsinnig;3;3
5;trügerisch;2;2
5;tümpel;2;2
5;überfordert;1;1
5;unbedeutsam;3;3
5;unbeeinflusst;2;1
5;unbehagen;3;3
5;unberührt;2;2
5;ungenau;2;2
5;ungestört;3;3
5;unklar;2;2
5;unrealistisch;2;2
5;unruhig;3;3
5;unsicher;2;2
5;unversehrt;3;2
5;unwohl;3;3
5;uralt;1;1
5;vegetieren;2;2
5;verblichen;3;2
5;verblüffend;2;2
5;vereinfacht;2;2
5;verfolgt;2;2
5;verlassen;3;3
5;verloren;3;2
5;verlust;2;2
5;verschwinden;2;2
5;verspielt;3;2
5;vertikal;1;1
5;verträumt;3;3
5;vertraut;3;2
5;verwirrend;2;2
5;verwirrt;3;3
5;vogel;1;1
5;vorbereitung;1;1
5;vorsichtig;2;2
5;waagerecht;1;1
5;wahrnehmung;1;1
5;wald;2;2
5;wäldlich;3;2
5;walt;2;2
5;wand;2;2
5;warm;3;3
5;wärme;3;3
5;weg;2;2
5;weiß;1;1
5;wenigemotionall;2;2
5;wetter;2;2
5;wiese;2;2
5;wind;2;2
5;winterlich;3;3
5;working;1;1
5;zeitdruck;2;1
5;zurückgehalten;2;2
5;zweigeteilt;2;2
5;zwiegespalten;2;2
6;abgrenzend;1;1
6;abgrenzung;1;1
6;abstrakt;1;1
6;abwechslungsreich;2;2
6;aktiv;2;2
6;alltäglich;2;2
6;alt;1;1
6;angenehm;3;3
6;angespannt;3;3
6;ängstlich;3;3
6;anordnung;2;2
6;anregend;3;2
6;anstrengend;3;2
6;antik;1;1
6;apfelmännchen;1;2
6;aquarell;2;2
6;aquarium;1;1
6;arbeitsaufwendig;2;2
6;art;1;1
6;aspektreich;1;1
6;atomar;2;2
6;auffallend;2;2
6;aufgeweckt;3;3
6;aufgeweicht;2;2
6;aufgewühlt;3;3
6;ausgeflippt;3;3
6;ausgeglichen;3;3
6;ausgrenzend;1;1
6;bakterien;2;2
6;baumstämme;2;2
6;beängstigend;3;3
6;bedrängt;3;3
6;belasted;3;2
6;belebend;3;3
6;belebt;3;3
6;beruhigend;3;3
6;beunruhigend;3;3
6;bewegend;3;3
6;bewegt;3;3
6;bewegung;2;2
6;biologie;2;2
6;biologisch;2;2
6;bläschen;2;2
6;blass;2;2
6;blatt;2;2
6;blau;2;2
6;blubberblasen;2;2
6;blubberig;2;2
6;blubbern;2;2
6;blutplättchen;2;2
6;böse;3;2
6;botanik;2;2
6;braun;2;2
6;bright;1;1
6;bunt;2;2
6;chaos;3;3
6;chaotisch;3;3
6;cool;2;2
6;dekorativ;2;2
6;dunkel;3;3
6;durcheinander;3;3
6;düster;3;3
6;ecklig;2;2
6;eier;2;2
6;einengend;3;3
6;einigkeit;3;2
6;einsam;3;3
6;eintönig;2;2
6;eklig;2;2
6;emotionen;1;1
6;energiegeladen;3;2
6;entspannend;3;3
6;entspannt;3;3
6;entspannung;3;3
6;erfrischend;3;3
6;erschaffen;2;2
6;erwachen;2;2
