user_id;condition;timing;image_id
341;4;25;6
341;4;58;7
341;4;65;8
341;4;33;9
341;4;35;10
341;4;36;11
341;4;35;12
341;4;15;13
341;4;8;14
341;4;29;15
341;4;19;16
341;4;23;17
341;4;50;18
349;1;0;1
349;1;0;2
349;1;0;3
349;1;55;4
349;1;63;5
349;1;23;6
349;1;60;7
349;1;104;8
349;1;83;9
349;1;82;10
349;1;65;11
349;1;33;12
349;1;30;13
349;1;76;14
349;1;82;15
349;1;34;16
349;1;41;17
349;1;62;18
351;2;0;1
351;2;0;2
351;2;0;3
351;2;78;4
351;2;61;5
351;2;94;6
351;2;94;7
351;2;138;8
351;2;67;9
351;2;75;10
351;2;116;11
351;2;106;12
351;2;82;13
351;2;60;14
351;2;87;15
351;2;52;16
351;2;57;17
351;2;61;18
351;2;26;19
351;2;47;39
351;2;38;59
351;2;58;79
351;2;76;99
353;4;0;1
353;4;0;1
353;4;0;2
353;4;0;3
353;4;133;4
353;4;18;5
353;4;31;6
353;4;18;7
353;4;336;8
353;4;58;9
353;4;24;10
353;4;91;11
353;4;435;12
353;4;11;13
353;4;91;14
353;4;35;15
353;4;36;16
353;4;43;17
353;4;59;18
380;1;0;1
380;1;0;2
380;1;0;3
380;1;14;4
380;1;12;5
380;1;15;6
380;1;15;7
380;1;19;8
380;1;10;9
380;1;18;10
380;1;14;11
380;1;12;12
380;1;13;13
380;1;16;14
380;1;12;15
380;1;18;16
380;1;14;17
380;1;12;18
384;4;0;1
384;4;0;1
384;4;0;2
384;4;0;3
384;4;21;4
384;4;17;5
384;4;10;6
384;4;21;7
384;4;21;8
384;4;18;9
384;4;11;10
384;4;13;11
384;4;14;12
384;4;16;13
384;4;12;14
384;4;12;15
384;4;20;16
384;4;14;17
384;4;20;18
384;4;14;19
384;4;14;39
384;4;13;59
384;4;22;79
384;4;17;99
386;1;0;1
386;1;0;2
386;1;0;3
386;1;18;4
386;1;10;5
386;1;19;6
386;1;50;7
386;1;34;8
386;1;55;9
386;1;20;10
386;1;30;11
386;1;45;12
386;1;21;13
386;1;14;14
386;1;19;15
386;1;77;16
386;1;13;17
386;1;19;18
389;1;0;1
389;1;0;2
389;1;0;3
389;1;18;4
389;1;35;5
389;1;39;6
389;1;22;7
389;1;25;8
389;1;44;9
389;1;18;10
389;1;85;11
389;1;37;12
389;1;51;13
389;1;40;14
389;1;37;15
389;1;60;16
389;1;27;17
389;1;27;18
389;1;21;19
389;1;34;39
389;1;30;59
389;1;51;79
389;1;17;99
395;2;0;1
395;2;0;2
395;2;0;3
395;2;22;4
395;2;20;5
395;2;17;6
395;2;60;7
395;2;32;8
395;2;29;9
395;2;27;10
395;2;37;11
395;2;25;12
395;2;33;13
395;2;43;14
395;2;39;15
395;2;34;16
395;2;35;17
395;2;41;18
395;2;29;19
395;2;18;39
395;2;29;59
395;2;12;79
395;2;26;99
398;4;0;1
398;4;0;1
398;4;0;2
398;4;0;3
398;4;46;4
398;4;28;5
398;4;15;6
398;4;33;7
398;4;31;8
398;4;43;9
398;4;23;10
398;4;36;11
398;4;52;12
398;4;27;13
398;4;31;14
398;4;33;15
398;4;9;16
398;4;44;17
398;4;46;18
407;3;0;1
407;3;0;1
407;3;0;1
407;3;0;2
407;3;0;3
407;3;24;4
407;3;26;5
407;3;79;6
407;3;22;7
407;3;16;8
407;3;28;9
407;3;24;10
407;3;75;11
407;3;82;12
407;3;55;13
407;3;73;14
407;3;21;15
407;3;38;16
407;3;29;17
407;3;84;18
407;3;73;19
407;3;86;20
407;3;80;21
407;3;74;22
407;3;20;39
407;3;83;40
407;3;88;41
407;3;72;42
407;3;65;59
407;3;75;60
407;3;88;61
407;3;69;62
407;3;21;79
407;3;23;80
407;3;72;81
407;3;76;82
407;3;83;99
407;3;68;100
407;3;76;101
407;3;84;102
412;2;0;1
412;2;0;2
412;2;0;3
412;2;44;4
412;2;57;5
412;2;140;6
412;2;101;7
412;2;44;8
412;2;68;9
412;2;31;10
412;2;116;11
412;2;44;12
412;2;35;13
412;2;93;14
412;2;64;15
412;2;71;16
412;2;105;17
412;2;71;18
412;2;18;19
412;2;29;39
412;2;27;59
412;2;30;79
412;2;23;99
426;4;0;1
426;4;0;1
426;4;0;2
426;4;0;3
426;4;62;4
426;4;66;5
426;4;51;6
426;4;31;7
426;4;247;8
426;4;33;9
426;4;26;10
426;4;44;11
426;4;38;12
426;4;57;13
426;4;36;14
426;4;64;15
426;4;65;16
426;4;21;17
426;4;40;18
429;2;0;1
429;2;0;2
429;2;0;3
429;2;17;4
429;2;20;5
429;2;36;6
429;2;43;7
429;2;28;8
429;2;18;9
429;2;15;10
429;2;27;11
429;2;26;12
429;2;18;13
429;2;35;14
429;2;21;15
429;2;22;16
429;2;12;17
429;2;17;18
438;3;0;1
438;3;0;1
438;3;0;1
438;3;0;2
438;3;0;3
438;3;47;4
438;3;41;5
438;3;61;6
438;3;40;7
438;3;26;8
438;3;35;9
438;3;60;10
438;3;71;11
438;3;42;12
438;3;36;13
438;3;41;14
438;3;55;15
438;3;32;16
438;3;52;17
438;3;45;18
441;4;0;1
441;4;0;1
441;4;0;2
441;4;0;3
441;4;51;4
441;4;41;5
441;4;25;6
441;4;40;7
441;4;39;8
441;4;54;9
441;4;48;10
441;4;61;11
441;4;54;12
441;4;38;13
441;4;30;14
441;4;31;15
441;4;35;16
441;4;72;17
441;4;35;18
449;4;0;1
449;4;0;1
449;4;0;2
449;4;0;3
449;4;90;4
449;4;64;5
449;4;97;6
449;4;99;7
449;4;83;8
449;4;130;9
449;4;179;10
449;4;74;11
449;4;121;12
449;4;62;13
449;4;112;14
449;4;151;15
449;4;58;16
449;4;97;17
449;4;303;18
456;4;0;1
456;4;0;1
456;4;0;1
456;4;0;2
456;4;0;3
456;4;144;4
456;4;151;5
456;4;121;6
456;4;148;7
456;4;161;8
456;4;135;9
456;4;113;10
456;4;132;11
456;4;174;12
456;4;120;13
456;4;84;14
456;4;8;15
456;4;21;16
456;4;145;17
456;4;102;18
456;4;56;19
456;4;80;39
456;4;76;59
456;4;119;79
456;4;38;99
461;4;0;1
461;4;0;1
461;4;0;2
461;4;0;3
461;4;109;4
461;4;83;5
461;4;55;6
461;4;33;7
461;4;36;8
461;4;57;9
461;4;91;10
461;4;25;11
461;4;50;12
461;4;119;13
461;4;13;14
461;4;57;15
461;4;154;16
461;4;46;17
461;4;43;18
488;4;0;1
488;4;0;1
488;4;0;2
488;4;0;3
488;4;168;4
488;4;118;5
488;4;51;6
488;4;62;7
488;4;37;8
488;4;91;9
488;4;99;10
488;4;114;11
488;4;32;12
488;4;38;13
488;4;47;14
488;4;31;15
488;4;114;16
488;4;48;17
488;4;40;18
498;3;0;1
498;3;0;1
498;3;0;2
498;3;0;3
498;3;46;4
498;3;35;5
498;3;36;6
498;3;31;7
498;3;33;8
498;3;32;9
498;3;55;10
498;3;66;11
498;3;24;12
498;3;32;13
498;3;30;14
498;3;26;15
498;3;33;16
498;3;27;17
498;3;28;18
498;3;27;19
498;3;21;20
498;3;36;39
498;3;26;40
498;3;25;59
498;3;21;60
498;3;21;79
498;3;38;80
498;3;23;99
498;3;23;100
502;4;0;1
502;4;0;1
502;4;0;2
502;4;0;3
502;4;19;4
502;4;19;5
502;4;28;6
502;4;29;7
502;4;18;8
502;4;20;9
502;4;17;10
502;4;20;11
502;4;27;12
502;4;19;13
502;4;18;14
502;4;20;15
502;4;23;16
502;4;21;17
502;4;19;18
503;4;0;1
503;4;0;2
503;4;0;3
503;4;12;4
503;4;22;5
503;4;18;6
503;4;17;7
503;4;22;8
503;4;16;9
503;4;14;10
503;4;14;11
503;4;18;12
503;4;10;13
503;4;11;14
503;4;11;15
503;4;17;16
503;4;14;17
503;4;14;18
518;5;0;1
518;5;0;2
518;5;0;3
518;5;32;4
518;5;12;5
518;5;25;6
518;5;20;7
518;5;19;8
518;5;18;9
518;5;18;10
518;5;29;11
518;5;29;12
518;5;24;13
518;5;23;14
518;5;23;15
518;5;21;16
518;5;22;17
518;5;20;18
520;5;0;1
520;5;0;2
520;5;0;3
520;5;41;4
520;5;18;5
520;5;28;6
520;5;19;7
520;5;18;8
520;5;35;9
520;5;35;10
520;5;24;11
520;5;58;12
520;5;51;13
520;5;38;14
520;5;50;15
520;5;34;16
520;5;54;17
520;5;32;18
520;5;16;19
520;5;17;39
520;5;13;59
520;5;14;79
520;5;13;99
544;5;0;1
544;5;0;2
544;5;0;3
544;5;13;4
544;5;10;5
544;5;10;6
544;5;17;7
544;5;18;8
544;5;15;9
544;5;10;10
544;5;12;11
544;5;17;12
544;5;9;13
544;5;12;14
544;5;10;15
544;5;19;16
544;5;31;17
544;5;17;18
546;5;0;1
546;5;0;2
546;5;0;3
546;5;47;4
546;5;32;5
546;5;108;6
546;5;64;7
546;5;93;8
546;5;50;9
546;5;104;10
546;5;73;11
546;5;103;12
546;5;125;13
546;5;34;14
546;5;63;15
546;5;59;16
546;5;156;17
546;5;59;18
581;5;0;1
581;5;0;2
581;5;0;3
581;5;51;4
581;5;36;5
581;5;86;6
581;5;70;7
581;5;41;8
581;5;30;9
581;5;46;10
581;5;36;11
581;5;35;12
581;5;37;13
581;5;48;14
581;5;32;15
581;5;32;16
581;5;57;17
581;5;58;18
584;5;0;1
584;5;0;2
584;5;0;3
584;5;12;4
584;5;14;5
584;5;58;6
584;5;44;7
584;5;18;8
584;5;31;9
584;5;20;10
584;5;31;11
584;5;47;12
584;5;12;13
584;5;42;14
584;5;33;15
584;5;119;16
584;5;16;17
584;5;10;18
589;5;0;1
589;5;0;2
589;5;0;3
589;5;12;4
589;5;13;5
589;5;12;6
589;5;10;7
589;5;10;8
589;5;12;9
589;5;11;10
589;5;9;11
589;5;9;12
589;5;9;13
589;5;9;14
589;5;13;15
589;5;9;16
589;5;11;17
589;5;10;18
592;5;0;1
592;5;0;2
592;5;0;3
592;5;20;4
592;5;34;5
592;5;9;6
592;5;27;7
592;5;18;8
592;5;16;9
592;5;27;10
592;5;16;11
592;5;20;12
592;5;18;13
592;5;18;14
592;5;42;15
592;5;27;16
592;5;27;17
592;5;25;18
598;5;0;1
598;5;0;2
598;5;0;3
598;5;25;4
598;5;27;5
598;5;38;6
598;5;28;7
598;5;45;8
598;5;24;9
598;5;21;10
598;5;19;11
598;5;29;12
598;5;22;13
598;5;43;14
598;5;49;15
598;5;16;16
598;5;55;17
598;5;53;18
604;5;0;1
604;5;0;2
604;5;0;3
604;5;66;4
604;5;64;5
604;5;45;6
604;5;29;7
604;5;24;8
604;5;41;9
604;5;51;10
604;5;24;11
604;5;29;12
604;5;24;13
604;5;30;14
604;5;34;15
604;5;67;16
604;5;49;17
604;5;38;18
604;5;32;19
604;5;30;39
604;5;10;59
604;5;27;79
604;5;31;99
608;5;0;1
608;5;0;2
608;5;0;3
608;5;17;4
608;5;17;5
608;5;18;6
608;5;28;7
608;5;29;8
608;5;15;9
608;5;30;10
608;5;27;11
608;5;28;12
608;5;19;13
608;5;32;14
608;5;25;15
608;5;21;16
608;5;17;17
608;5;16;18
608;5;19;19
608;5;32;39
608;5;22;59
608;5;18;79
608;5;15;99
609;5;0;1
609;5;0;2
609;5;0;3
609;5;52;4
609;5;19;5
609;5;43;6
609;5;20;7
609;5;25;8
609;5;23;9
609;5;18;10
609;5;58;11
609;5;46;12
609;5;40;13
609;5;29;14
609;5;17;15
609;5;27;16
609;5;32;17
609;5;45;18
611;5;0;1
611;5;0;2
611;5;0;3
611;5;26;4
611;5;24;5
611;5;45;6
611;5;33;7
611;5;27;8
611;5;12;9
611;5;23;10
611;5;20;11
611;5;25;12
611;5;18;13
611;5;21;14
611;5;21;15
611;5;16;16
611;5;20;17
611;5;17;18
649;5;0;1
649;5;0;2
649;5;0;3
649;5;34;4
649;5;19;5
649;5;10;6
649;5;37;7
649;5;23;8
649;5;20;9
649;5;23;10
649;5;21;11
649;5;25;12
649;5;27;13
649;5;23;14
649;5;45;15
649;5;14;16
649;5;31;17
649;5;28;18
673;5;0;1
673;5;0;2
673;5;0;3
673;5;46;4
673;5;70;5
673;5;55;6
673;5;90;7
673;5;15;8
673;5;67;9
673;5;42;10
673;5;55;11
673;5;61;12
673;5;38;13
673;5;16;14
673;5;47;15
673;5;18;16
673;5;48;17
673;5;25;18
679;5;0;1
679;5;0;2
679;5;0;3
679;5;29;4
679;5;17;5
679;5;20;6
679;5;17;7
679;5;24;8
679;5;30;9
679;5;31;10
679;5;27;11
679;5;24;12
679;5;25;13
679;5;21;14
679;5;30;15
679;5;29;16
679;5;22;17
679;5;22;18
684;5;0;1
684;5;0;2
