user_id;condition;timings;image_id
24;NaN;NaN;1
24;NaN;NaN;2
24;NaN;NaN;3
24;NaN;NaN;17
24;NaN;NaN;10
24;NaN;NaN;11
24;NaN;NaN;4
24;NaN;NaN;13
24;NaN;NaN;12
24;NaN;NaN;7
24;NaN;NaN;14
24;NaN;NaN;16
24;NaN;NaN;9
24;NaN;NaN;8
24;NaN;NaN;5
24;NaN;NaN;6
24;NaN;NaN;18
24;NaN;NaN;15
